fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2023-12-31,2043000000,3666000000,215000000,1623000000,460000000,1586000000,133000000,215000000,None,-96000000,None,96000000,3666000000,0,94000000,80000000,357000000,30000000,96000000,327000000,696000000,453000000,533000000,327000000
2023-09-30,2250000000,3815000000,3288000000,1665000000,710000000,1531000000,78000000,1777000000,None,-100000000,None,100000000,3915000000,-2000000,72000000,82000000,585000000,147000000,100000000,438000000,198000000,685000000,767000000,438000000
2023-06-30,2225000000,3958000000,3387000000,1786000000,702000000,1522000000,99000000,1795000000,None,-53000000,None,53000000,4011000000,2000000,None,79000000,639000000,209000000,53000000,430000000,235000000,692000000,771000000,430000000
2023-03-31,2125000000,3852000000,1727000000,1727000000,640000000,1502000000,89000000,1494000000,None,None,None,1000000,3852000000,-30000000,None,152000000,609000000,140000000,None,469000000,544000000,610000000,790000000,469000000
2022-12-31,2046000000,3767000000,1721000000,1721000000,531000000,1532000000,103000000,1523000000,None,None,None,0,None,0,None,166000000,512000000,151000000,None,370000000,1110000000,512000000,700000000,361000000
2022-09-30,2125000000,3789000000,1664000000,1664000000,763000000,1376000000,90000000,1370000000,None,0,None,0,None,0,69000000,152000000,738000000,152000000,None,585000000,-44000000,738000000,927000000,586000000
2022-06-30,2158000000,3804000000,1646000000,1646000000,770000000,1375000000,94000000,1381000000,None,0,None,0,None,10000000,None,161000000,775000000,171000000,None,604000000,-229000000,787000000,948000000,604000000
2022-03-31,1956000000,3590000000,1634000000,1634000000,611000000,1350000000,88000000,1343000000,None,None,None,0,None,1000000,None,165000000,612000000,84000000,None,528000000,247000000,608000000,773000000,528000000
