fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2024-01-26,1972000000,7901000000,5929000000,2782000000,1483000000,2673000000,695000000,3842000000,170000000,-188000000,None,188000000,8089000000,177000000,None,419000000,1457000000,135000000,188000000,1337000000,1240000000,1645000000,2064000000,1322000000
2023-10-27,1841000000,7804000000,5963000000,2761000000,1340000000,2686000000,698000000,3900000000,148000000,-180000000,None,180000000,7984000000,154000000,None,425000000,1311000000,402000000,180000000,911000000,1206000000,1491000000,1916000000,909000000
2023-07-28,1814000000,7575000000,5761000000,2628000000,1268000000,2613000000,668000000,3822000000,111000000,-148000000,148000000,148000000,7723000000,76000000,None,429000000,1191000000,400000000,148000000,796000000,616000000,1339000000,1768000000,791000000
2023-04-28,3114000000,9398000000,6284000000,2979000000,1565000000,2616000000,641000000,3935000000,None,835000000,1022000000,187000000,8563000000,173000000,None,400000000,1541000000,362000000,187000000,1189000000,870000000,1728000000,2128000000,1179000000
2023-01-27,1731000000,7570000000,5839000000,2689000000,1392000000,2615000000,688000000,3838000000,118000000,-167000000,159000000,167000000,7737000000,149000000,None,431000000,1368000000,146000000,167000000,1229000000,394000000,1535000000,1966000000,1222000000
2022-10-28,1860000000,7433000000,5573000000,2535000000,1404000000,2617000000,676000000,3714000000,73000000,-118000000,118000000,118000000,7551000000,109000000,None,421000000,1386000000,959000000,118000000,436000000,5000000,1504000000,1925000000,427000000
2022-07-29,1538000000,7129000000,5591000000,2516000000,1125000000,2567000000,692000000,3782000000,55000000,-164000000,24000000,164000000,7293000000,83000000,None,423000000,1041000000,112000000,217000000,932000000,1255000000,1205000000,1628000000,929000000
2022-04-29,1486000000,7917000000,6431000000,2591000000,1671000000,2569000000,652000000,4501000000,None,596000000,739000000,143000000,8060000000,74000000,None,402000000,1595000000,110000000,143000000,1492000000,2099000000,1738000000,2140000000,1485000000
2022-01-28,2198000000,7650000000,5452000000,2459000000,1659000000,2561000000,668000000,3661000000,None,-137000000,137000000,137000000,7787000000,67000000,None,432000000,1586000000,106000000,137000000,1483000000,1641000000,1723000000,2155000000,1480000000
2021-10-29,2196000000,7739000000,5543000000,2497000000,1563000000,2615000000,676000000,3722000000,None,-136000000,136000000,136000000,7875000000,66000000,None,431000000,1487000000,176000000,136000000,1317000000,1478000000,1623000000,2054000000,1311000000
2021-07-30,2269000000,7850000000,5581000000,2598000000,859000000,2547000000,750000000,3748000000,None,-137000000,137000000,137000000,7987000000,111000000,None,436000000,827000000,64000000,137000000,769000000,1039000000,964000000,1400000000,763000000
2021-04-30,2315000000,8046000000,5731000000,2653000000,1605000000,2595000000,632000000,3735000000,None,-142000000,142000000,142000000,8188000000,103000000,None,483000000,1560000000,200000000,142000000,1366000000,1798000000,1702000000,2185000000,1360000000
2021-01-29,2021000000,7632000000,5611000000,2621000000,1277000000,2537000000,601000000,3591000000,None,-143000000,143000000,143000000,7775000000,86000000,None,453000000,1211000000,-59000000,143000000,1279000000,1190000000,1354000000,1807000000,1270000000
2020-10-30,1429000000,7177000000,5748000000,2705000000,930000000,2600000000,639000000,3682000000,None,-470000000,116000000,470000000,7647000000,65000000,None,443000000,520000000,31000000,470000000,494000000,428000000,990000000,1433000000,489000000
2020-07-31,974000000,6336000000,5362000000,2505000000,673000000,2417000000,621000000,3515000000,None,-171000000,119000000,171000000,6507000000,82000000,None,440000000,580000000,93000000,171000000,491000000,265000000,751000000,1191000000,487000000
2020-04-24,3734000000,5998000000,5134000000,2264000000,316000000,2359000000,568000000,3470000000,None,-162000000,100000000,162000000,5998000000,51000000,None,439000000,212000000,-434000000,162000000,3734000000,-368000000,374000000,813000000,646000000
2020-01-24,5317000000,7561000000,5423000000,2400000000,1639000000,2587000000,573000000,3596000000,None,-156000000,79000000,156000000,7717000000,96000000,None,436000000,1575000000,-340000000,156000000,1919000000,1980000000,1731000000,2167000000,1915000000
2019-10-25,5312000000,7541000000,5488000000,2394000000,1351000000,2620000000,603000000,3697000000,None,-165000000,165000000,165000000,7706000000,108000000,None,441000000,1287000000,-77000000,165000000,1371000000,1237000000,1452000000,1893000000,1364000000
2019-07-26,5127000000,6478000000,5349000000,2366000000,1485000000,2543000000,587000000,3595000000,None,-609000000,196000000,609000000,7087000000,101000000,None,440000000,964000000,100000000,1015000000,877000000,1091000000,1573000000,2013000000,864000000
2019-04-26,5663000000,8146000000,5549000000,2483000000,1946000000,2620000000,594000000,3683000000,None,-718000000,None,718000000,8146000000,64000000,None,437000000,1282000000,110000000,1175000000,5663000000,919000000,2000000000,2437000000,1172000000
2019-01-25,5281000000,7303000000,5318000000,2265000000,1542000000,2596000000,561000000,3614000000,None,-243000000,None,243000000,7546000000,71000000,None,436000000,1368000000,99000000,243000000,1271000000,1423000000,1611000000,2047000000,1269000000
