fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2018-10-26,5278000000,7240000000,5253000000,2203000000,1544000000,2605000000,590000000,3640000000,None,-241000000,None,241000000,7481000000,52000000,None,445000000,1350000000,235000000,241000000,1120000000,826000000,1591000000,2036000000,1115000000
2018-07-27,5180000000,7142000000,5308000000,2204000000,1236000000,2597000000,585000000,3704000000,None,-242000000,None,242000000,7384000000,186000000,None,446000000,1178000000,103000000,242000000,1077000000,491000000,1420000000,1866000000,1075000000
2018-04-27,5746000000,8144000000,5450000000,2398000000,1928000000,2596000000,592000000,3663000000,None,-317000000,None,317000000,8144000000,114000000,None,448000000,1720000000,260000000,355000000,5749000000,1259000000,2037000000,2485000000,1460000000
2018-01-26,5175000000,7099000000,5240000000,2194000000,1436000000,2523000000,558000000,3607000000,None,-270000000,None,270000000,0,-139000000,None,461000000,1030000000,2419000000,270000000,-1392000000,-711000000,1300000000,1761000000,-1389000000
2017-10-27,4927000000,7474000000,5025000000,2123000000,1894000000,2539000000,555000000,2763000000,None,-273000000,None,273000000,697000000,107000000,None,460000000,1732000000,-285000000,273000000,2013000000,1881000000,2005000000,2465000000,2017000000
2017-07-28,5038000000,7104000000,5332000000,2352000000,1382000000,2580000000,548000000,3541000000,None,-286000000,None,286000000,7390000000,99000000,None,454000000,1202000000,186000000,286000000,1009000000,1705000000,1488000000,1942000000,1016000000
2017-04-28,5480000000,7916000000,5661000000,2439000000,1684000000,2786000000,553000000,3786000000,None,-290000000,None,290000000,0,-48000000,None,516000000,1434000000,271000000,290000000,5480000000,1429000000,1724000000,2240000000,1163000000
2017-01-27,5015000000,7015000000,5153000000,2268000000,1147000000,2388000000,530000000,3415000000,None,-268000000,None,268000000,0,-46000000,None,497000000,968000000,147000000,268000000,820000000,270000000,1236000000,1733000000,821000000
2016-10-28,5019000000,7081000000,5247000000,2326000000,1385000000,2416000000,554000000,3475000000,None,-264000000,None,264000000,0,-89000000,None,500000000,1216000000,101000000,264000000,1111000000,811000000,1480000000,1980000000,1115000000
2016-07-29,4905000000,6894000000,5176000000,2261000000,1167000000,2428000000,556000000,3480000000,None,-272000000,None,272000000,None,-39000000,None,487000000,988000000,59000000,272000000,929000000,773000000,1260000000,1747000000,929000000
2016-04-29,5204000000,7567000000,5206000000,2363000000,1575000000,2360000000,575000000,3424000000,None,-481000000,None,481000000,None,20000000,None,483000000,1135000000,31000000,644000000,5204000000,2200000000,1616000000,2099000000,1104000000
2016-01-29,4793000000,6659000000,4942000000,2141000000,1355000000,2317000000,546000000,3347000000,None,-275000000,None,275000000,None,-9000000,None,484000000,1179000000,84000000,275000000,1095000000,-399000000,1454000000,1938000000,1095000000
2015-10-30,4876000000,6734000000,5008000000,2182000000,1300000000,2343000000,545000000,3371000000,None,-324000000,None,324000000,None,-57000000,None,483000000,1083000000,563000000,324000000,520000000,405000000,1407000000,1890000000,520000000
2015-07-31,4818000000,6968000000,5386000000,2456000000,1131000000,2449000000,558000000,3498000000,None,-306000000,None,306000000,None,-61000000,None,481000000,940000000,120000000,306000000,820000000,648000000,1246000000,1727000000,820000000
2015-04-24,4370000000,7304000000,2934000000,2934000000,373000000,2404000000,528000000,3380000000,None,None,None,298000000,None,None,None,468000000,187000000,188000000,None,4370000000,-524000000,485000000,1571000000,-1000000
2015-01-23,3190000000,4273000000,1105000000,1128000000,1275000000,1487000000,365000000,37075000,None,None,None,176000000,None,None,None,215000000,1194000000,217000000,None,-37075000,822000000,1370000000,1445000000,977000000
2014-10-24,3224000000,4366000000,1142000000,1142000000,1030000000,1507000000,374000000,2033000000,None,None,None,94000000,None,None,None,208000000,1022000000,194000000,None,None,810000000,1116000000,1560000000,828000000
2014-07-25,3168000000,4273000000,1105000000,1105000000,1088000000,1506000000,365000000,2009000000,None,None,None,97000000,None,None,None,215000000,1083000000,212000000,None,None,980000000,1180000000,1395000000,871000000
2014-04-25,3395000000,4566000000,1171000000,1171000000,584000000,1924000000,385000000,2070000000,None,None,None,103000000,None,None,None,215000000,481000000,33000000,None,3065000000,None,2159000000,2374000000,448000000
2014-01-24,3113000000,4163000000,1050000000,1050000000,1047000000,1814000000,360000000,1948000000,None,None,None,92000000,None,None,None,214000000,955000000,193000000,None,None,None,1350000000,1564000000,762000000
2013-10-25,3104000000,4194000000,1090000000,1090000000,1211000000,1810000000,372000000,1931000000,None,None,None,95000000,None,None,None,213000000,1116000000,214000000,None,None,None,1197000000,1410000000,902000000
2013-07-26,3061000000,4083000000,1022000000,1022000000,1243000000,1776000000,360000000,1906000000,None,None,None,90000000,None,None,None,208000000,1153000000,200000000,None,None,None,1117000000,1325000000,953000000
