fiscalDateEnding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2017-10-27,907000000,519000000,None,85000000,89000000,678000000,246000000,-20000000,109000000,2013000000,6042000000,-6136000000,-759000000,655000000,655000000,None,622000000,622000000,None,None,2000000,None,-568000000,None,838000000,25000000,2017000000
2017-07-28,737000000,68000000,None,-392000000,252000000,636000000,278000000,88000000,164000000,1009000000,83000000,-1141000000,569000000,1233000000,1233000000,None,625000000,625000000,None,None,18000000,None,-1090000000,None,-276000000,45000000,1016000000
2017-04-28,1773000000,364000000,None,480000000,59000000,718000000,330000000,93000000,-34000000,1164000000,-272000000,687000000,-214000000,135000000,135000000,None,594000000,594000000,None,None,2009000000,None,-16000000,None,2199000000,11000000,1163000000
2017-01-27,2085000000,94000000,None,147000000,-33000000,730000000,326000000,-107000000,74000000,820000000,-942000000,-1319000000,-38000000,615000000,615000000,None,590000000,590000000,None,None,0,None,-566000000,None,-186000000,-10000000,821000000
2016-10-28,1472000000,589000000,None,90000000,371000000,732000000,268000000,285000000,86000000,1111000000,-73000000,-1491000000,232000000,1031000000,1031000000,None,593000000,593000000,None,None,98000000,None,-985000000,None,-106000000,-14000000,1115000000
2016-07-29,1550000000,87000000,None,-361000000,-95000000,737000000,330000000,-196000000,101000000,929000000,-284000000,-1160000000,926000000,1763000000,1763000000,None,599000000,599000000,None,None,33000000,None,-1549000000,None,184000000,78000000,929000000
2016-04-29,1326000000,578000000,None,-242000000,319000000,708000000,353000000,521000000,-202000000,1104000000,4573000000,-5866000000,-1307000000,660000000,660000000,None,531000000,531000000,None,None,0,None,-529000000,None,155000000,122000000,1104000000
2016-01-29,1797000000,214000000,None,546000000,-25000000,715000000,247000000,-87000000,62000000,1095000000,-254000000,-1152000000,-11000000,710000000,710000000,None,533000000,533000000,None,None,0,None,-613000000,None,343000000,-48000000,1095000000
2015-10-30,1279000000,646000000,None,55000000,399000000,696000000,222000000,280000000,119000000,520000000,-1088000000,-781000000,896000000,710000000,710000000,None,537000000,537000000,None,None,0,None,-545000000,None,-601000000,-11000000,520000000
2015-07-31,816000000,168000000,None,-424000000,-72000000,701000000,224000000,-279000000,207000000,820000000,-986000000,-1744000000,429000000,750000000,750000000,None,538000000,538000000,None,None,0,None,-652000000,None,-1864000000,50000000,820000000
2015-04-24,1912000000,None,None,None,None,677000000,255000000,None,37000000,4370000000,-15215000000,1151000000,None,300000000,None,None,435000000,435000000,None,None,None,None,-300000000,None,-12388000000,-236000000,-1000000
