fiscalDateEnding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2021-06-30,30297000,None,None,274622000,150382000,12675000,6539000,-410783000,-47994000,316974000,-6401000,-151867000,174000,62472000,62472000,None,98387000,98387000,None,None,None,None,-39761000,None,-119272000,8699000,316372000
2021-03-31,355829000,None,None,312743000,71258000,12987000,8391000,-252914000,46638000,287950000,-8425000,-67600000,-85000,85997000,85997000,None,0,0,None,None,None,None,-66240000,None,265602000,-14202000,287220000
2020-12-31,141660000,None,None,334010000,89560000,14339000,10124000,-372753000,19146000,199525000,-9571000,-93915000,32000,18162000,18162000,None,88114000,88114000,None,None,None,None,-5833000,None,199525000,24107000,198620000
2020-09-30,161568000,None,None,185901000,81486000,15851000,9178000,-106065000,-41286000,191719000,-8004000,121461000,31000,0,0,None,0,0,None,None,None,None,121430000,None,285055000,10030000,191307000
2020-06-30,186721000,None,None,106165000,2333000,14109000,22114000,-185055000,20154000,184188000,-22182000,-97783000,0,30985000,30985000,None,86815000,86815000,None,None,None,None,-1798000,None,68482000,1726000,183869000
2020-03-31,165000000,None,None,22118000,16068000,12660000,6127000,16680000,10488000,122782000,-6270000,-261237000,0,283240000,283240000,None,0,0,None,None,None,None,-259841000,None,-118518000,-16011000,122344000
2019-12-31,165000000,20106000,None,-40952000,-261000,12494000,9079000,19744000,14812000,137748000,-9597000,-149206000,0,92138000,92138000,None,85369000,85369000,None,None,None,None,-64083000,None,137748000,8324000,137326000
2019-09-30,161499000,19642000,None,-72027000,-10301000,12386000,15521000,43885000,-1415000,160627000,-15289000,-1286000,0,61999000,61999000,None,0,0,None,None,None,None,-1286000,None,133320000,-11604000,160221000
2019-06-30,155707000,None,None,52903000,13010000,12677000,12987000,-28187000,-51282000,153530000,-11949000,-250160000,0,190589000,190589000,None,85184000,85184000,None,None,None,None,-158302000,None,-106779000,-377000,153149000
2019-03-31,289483000,None,None,-159008000,-31259000,13393000,9435000,230477000,19460000,140111000,-9180000,-17144000,0,44334000,44334000,None,0,0,None,None,None,None,-17144000,None,265694000,2535000,139699000
2018-12-31,102050000,None,None,-47045000,-5495000,13186000,9832000,-58650000,-14076000,179577000,-9871000,-157903000,0,92138000,92138000,None,78823000,77660000,None,None,None,None,-78972000,None,-66877000,-1153000,179210000
2018-09-30,86721000,None,None,151885000,33693000,13335000,11733000,-210092000,10222000,163067000,-10624000,-101268000,0,147828000,147828000,None,633000,0,None,None,None,None,-100022000,None,-30242000,-5071000,162692000
2018-06-30,148556000,None,None,78369000,21221000,13576000,12113000,-46876000,-39261000,140946000,-13677000,-222604000,0,235572000,235572000,None,79180000,79180000,None,None,None,None,-140209000,None,-112047000,-24322000,140605000
2018-03-31,235477000,None,None,-53245000,-1134000,13922000,13796000,100647000,20643000,136200000,-14227000,-145963000,0,172360000,172360000,None,0,0,None,None,None,None,-145963000,None,81802000,6515000,135692000
